"goodsId","singleProductId","sku","barcode","platformGoodsId"
"110520","157561","32810004-224CN","6903711262511","11372699137"
"110523","156504","11811104-111CN","6901849151080","11333841274"
"110524","160138","11811104-39.5CN","6901849151301","562174746083"
"110526","168107","11811104-211CN","6901849151165","11333841274"
"110528","154675","11811104-46.5CN","6901849151332","577827434243"
"110530","155320","11811104-76.5CN","6901849151400","577827434243"
"110534","157768","11811104-88.5CN","6901849151516","566269637907"
"110535","167156","A33833805-320CN","6903711318768","11803692023"
"110537","168233","12848883-17CN","6901664742906","576870206513"
"110539","165907","12848883-27CN","6901664743149","578825458397"
"110590","157034","12818852-66CN","6901849163465","11188296847"
"110592","162163","12818852-27CN","6901849163328","11188296847"
"110594","156133","12818852-47.5CN","6901849163410","11608237528"
"110599","162786","11848888-110.5CN","6901664725855","577586716763"
"110600","166633","11848888-29.5CN","6901664726166","577524568398"
"110601","164373","11848888-48.5CN","6901664726302","577586716763"
"110607","158765","91825529-46.5CN","6913794726282","570389809329"
"110608","156047","92826970-17CN","6913794723106","568775329081"
"110612","154630","11841101-136.5CN","6901664751427","581758388761"
"110615","155065","11841101-148.5CN","6901664751533","582317092671"
"110626","154941","11841304-18.5CN","6901664706328","577665364928"
"110629","161366","11841304-611CN","6901664706687","577675306217"
"110649","158625","91825529-28.5CN","6913794726169","570389809329"
"110650","156199","91825529-38.5CN","6913794726244","570389809329"
"110652","166942","12845588-85.5CN","6901664734512","585042851062"
"110663","156408","11845501-67CN","6901664710165","12048566814"
"110666","167284","12845588-16.5CN","6901664733898","585042851062"
"110667","160082","91845535-136.5CN","6901664815457","12046047446"
"110670","163069","12845588-56CN","6901664734284","578455169640"
"110692","155683","31839901-130CN","6903711304297","580737389890"
"110701","158327","12848051-26.5CN","6901664738282","578815400108"
"110703","159145","11811210-47CN","6901849152469","571215723636"
"110705","158193","11811210-68.5CN","6901849152568","571215723636"
"110734","157445","11837788-37.5CN","6901849630059","573636694053"
"110755","160708","91845507-38.5CN","6901664812296","12046039550"
"110759","167929","11831188R-38.5CN","6901664701286","562479635560"
"110760","154495","11831188R-28.5CN","6901664701200","562174746083"
"110762","164803","11841308-39.5CN","6901664707226","579266854091"
"110764","154927","11831188R-610.5CN","6901664701477","562174746083"
"110771","156605","91845507-16.5CN","6901664812098","12046039550"
"110789","162005","31840001-223CN","6903711328897","11947369375"
"110790","157265","31840001-327CN","6903711329016","11947369375"
"110797","164666","91831162-110.5CN","6913794744385","576487948677"
"110818","154874","A33833502-522CN","6903711338001","10688240794"
"110819","156005","92835506-27.5CN","6913794732887","584331349458"
"110825","162830","A33833502-724CN","6903711338148","12088821168"
"110826","161825","A33833502-223CN","6903711318195","11844094842"
"110828","155782","A33833502-426CN","6903711318348","11844094842"
"110830","158902","A33833502-327CN","6903711318294","11844094842"
"110834","165706","31820023-223CN","6903711280683","11699818154"
"110836","165162","A33843515-420CN","6903711338544","12044963013"
"110837","162394","A33843515-320CN","6903711338483","12044963013"
"110838","159615","A33843515-220CN","6903711338421","12044963013"
"110839","155587","92838888-37CN","6913794749168","576983911864"
"110840","155695","92838888-25.5CN","6913794749052","576351021138"
"113946","178811","35635705-2140CN","6903599770726","536847866038"
"114064","173318","35634712-3130CN","6903599769034","10206849734"
"114501","177901","96625146-2MCN","6913794876604","530318627982"
"114502","174414","96625146-3MCN","6913794876666","530318627982"
"114503","171823","96625146-4LCN","6913794876710","530318627982"
"116808","181788","15647948-42XLCN","6903599372692","540407073676"
"117070","190196","95717504-12XLCN","6911713205443","10392426892"
"117237","198870","35718704-1165CN","6901849737635","10216054763"
"117273","198629","35715640-3130CN","6901849732432","544434965666"
"117520","189023","96717504-1XLCN","6911713206204","533013216391"
"117894","190664","95638741-1XLCN","6913794885408","525390024327"
"118564","199743","95728148-83XLCN","6911713224444","574242213643"
"118569","200515","95728148-42XLCN","6911713220156","10394722184"
"118698","199330","96727301-1LCN","6911713225694","549406139391"
"118700","202380","96727301-5SCN","6911713225830","549110197566"
"118703","199987","96727301-42XLCN","6911713225748","549110197566"
"118724","200325","35714705-3160CN","6901849750153","10216049225"
"118781","200086","35724780-2150CN","6901849787456","10308222635"
"118783","206481","35724780-1150CN","6901849787401","10308222635"
"118862","205489","35724786-1140CN","6901849753147","544525998641"
"118866","199778","35724786-3165CN","6901849753239","544525998641"
"119085","201068","96727783-2SCN","6911713225953","549052782446"
"119089","200021","96727783-1MCN","6911713225885","549052782446"
"119135","199617","96727145-5LCN","6911713224888","545633985642"
"119139","202432","96727145-4LCN","6911713224826","10380100489"
"119155","203441","95727784-3MCN","6911713219327","585124130628"
"119156","199577","95727784-22XLCN","6911713219235","10295925870"
"119157","200976","95727784-4LCN","6911713219372","10295925870"
"119166","199217","95727784-13XLCN","6911713219181","10295925870"
"119195","199183","95727785-2MCN","6911713224031","545616963912"
"119196","200434","95727785-1LCN","6911713223966","545616963912"
"119198","200626","95727785-43XLCN","6911713224079","545616963912"
"119252","199251","95727301-23XLCN","6911713218450","527697974631"
"119253","199588","95727347-2MCN","6911713218610","10023961950"
"119256","199446","95727301-1XLCN","6911713218436","10283084055"
"119257","201306","95727347-1MCN","6911713218542","547574901285"
"119557","202000","95727156-22XLCN","6911713217569","10339793238"
"119558","199146","95727156-1XLCN","6911713217552","549069982475"
"119563","200650","95727156-4LCN","6911713217729","10339793238"
"119565","199106","95727156-72XLCN","6911713217880","549069982475"
"119599","199853","35724785-3140CN","6901849753024","545175530581"
"119601","200606","35724785-4170CN","6901849753123","545452378029"
"119625","202530","15725145-2XLCN","6901849296736","546971744408"
"119714","200436","95727781-23XLCN","6911713218740","10251696553"
"119715","200615","95727781-14XLCN","6911713218672","547682190975"
"119717","202987","95727781-43XLCN","6911713218887","10251696553"
"119719","199096","95727781-3XLCN","6911713218863","10251696553"
"119739","203674","35724149-4160CN","6901849784837","546288008670"
"119784","202461","16727105-1XSCN","6901849313136","548705737142"
"119880","200225","96727146-42XLCN","6911713220910","545649385718"
"119883","199521","96727146-3XLCN","6911713220903","545649385718"
"119884","201977","96727146-2SCN","6911713225151","545649385718"
"119887","199640","96727146-1LCN","6911713220811","545649385718"
"120029","217266","96717647-5MCN","6911713212434","564954358375"
"120422","215135","35734733-2160CN","6901849833306","557700351252"
"120530","212947","35734737-2165CN","6901849834037","10705753377"
"120905","210441","35734823-1150CN","6901849834334","10529153288"
"121096","209242","95717729-1LCN","6911713212816","578818186146"
"121097","211926","95717729-23XLCN","6911713212038","10637508487"
"121099","211489","95717729-42XLCN","6911713212144","578818186146"
"121100","212354","95717729-5SCN","6911713212182","10637508487"
"121246","212823","35734735-1165CN","6901849833610","10705782756"
"121256","211385","35734735-5160CN","6901849833788","10705782756"
"121476","217057","95717717-1MCN","6911713212694","10250278125"
"121485","209187","95648702-6XLCN","6911713227216","542167758903"
"121664","222426","36744745-3165CN","6901849870844","10884031576"
"121766","222410","35744920-2110CN","6901849869640","11026875870"
"121824","222204","96738705-1XLCN","6911713240710","556295113281"
"121827","220907","96738705-2XLCN","6911713240796","556295113281"
"121938","222627","35744670-5150CN","6901849866311","10792869770"
"121944","221419","95738541-13XLCN","6911713233729","12668912966"
"121980","225037","95738719-13XLCN","6911713238045","10546737172"
"121983","221890","95738719-2XLCN","6911713238120","10546737172"
"121995","220000","95748615-32XLCN","6911713249249","11035441393"
"121999","220820","95748615-4MCN","6911713253468","11035441393"
"122006","223435","95717751-22XLCN","6911713214131","581386360615"
"122007","223346","95717751-13XLCN","6911713214087","584997093051"
"122040","220893","96747702-4LCN","6911713248174","584787223265"
"122125","223524","35745706-1140CN","6901849843268","10852389574"
"122151","223176","35744740-3140CN","6901849867264","560646433707"
"122159","222929","35744740-1165CN","6901849867172","560646433707"
"122213","225305","95748922-4LCN","6911713244374","559270588934"
"122318","223767","96737140-3SCN","6911713229692","552461455356"
"122319","221509","96737140-2MCN","6911713229654","552461455356"
"122320","220425","96737140-5LCN","6911713229791","552461455356"
"122321","221970","96737140-4SCN","6911713229739","552461455356"
"122554","221020","35744910-6110CN","6901849869565","559920664646"
"122583","219514","95738709-13XLCN","6911713239769","10674570539"
"122594","221131","95747726-3SCN","6911713247061","10941885912"
"122709","220711","16738760-2MCN","6901849381104","555884764290"
"122824","227632","35744810-5170CN","6901849867905","10852391123"
"122848","220030","95817502-1XLCN","6911713254038","584798059728"
"122895","227845","95748912-4XLCN","6911713236225","12180391158"
"122983","223710","96748920-1XLCN","6911713237031","10887529966"
"123071","230960","96828113-2SCN","6911713287555","565645579575"
"123118","233400","95747754-13XLCN","6911713247511","584904742389"
"123120","229455","95747754-23XLCN","6911713247573","584904742389"
"123122","229183","95747754-3XLCN","6911713247672","584904742389"
"123138","229255","95835503-1LCN","6911713294171","573863310720"
"123144","235634","15827791-1SCN","6901849542314","1267866876"
"123147","230481","95838617-1LCN","6911713296090","573537343082"
"123153","229328","95838617-32XLCN","6911713296199","573537343082"
"123219","238028","15821155-2LCN","6901849515738","11435739949"
"123227","230275","35824249-2165CN","6901849920587","547468352463"
"123231","231336","A35821203-5130CN","6901849923588","567506483285"
"123235","232298","A35821203-3150CN","6901849923489","571441875831"
"123237","230765","A35821203-2170CN","6901849923458","571441875831"
"123330","230754","95837702-63XLCN","6911713294850","574258902982"
"123426","230052","96838706-4XSCN","6901664602781","573786487174"
"123427","230493","96838706-5XLCN","6901664602804","11794864442"
"123429","229465","96838706-3SCN","6901664602675","11794864442"
"123434","234773","95827114-5XLCN","6911713270243","565265257904"
"123438","232434","95827114-3XLCN","6911713270076","565265257904"
"123590","229394","A35828148-2140CN","6901849929863","568415638833"
"123592","230597","A35828148-1130CN","6901849929795","568415638833"
"123631","233804","15839712-3LCN","6901664508588","11865123649"
"123656","229188","95839724-42XLCN","6911713299640","573966570794"
"123704","229760","A35822208-1165CN","6901849925902","11699822030"
"123711","235779","A35822208-6170CN","6901849926152","11699822030"
"123760","233292","36814202-4150CN","6901849897377","11166490268"
"123860","233549","95828751-3XLCN","6911713275132","573998900390"
"123966","230391","96817730-1MCN","6911713262798","573091795046"
"123976","229329","96817730-2SCN","6911713262866","573091795046"
"123990","229170","95837703-1LCN","6911713294942","584599779570"
"123991","232813","95837703-2XLCN","6911713295055","584599779570"
"124076","230030","A35828150-1160CN","6901849930128","11699818774"
"124078","230441","A35828150-3165CN","6901849930258","11699818774"
"124086","231311","A35829202-2101CN","6901849931576","11699811175"
"124165","230802","95825503-1LCN","6911713278515","589720780853"
"124213","232038","A35829207-1120CN","6901849931873","11769108536"
"124216","230066","96838705-3XLCN","6901664602484","573892233404"
"124218","232887","96838705-42XLCN","6901664602583","573444812374"
"124219","234969","A35829207-4130CN","6901849932009","11769108536"
"124221","232373","96838705-1MCN","6901664602385","573892233404"
"124222","233767","96838705-2XLCN","6901664602422","573892233404"
"124417","232407","A35838430-5165CN","6901664130260","580541151753"
"124419","233709","A35838430-4170CN","6901664130215","11803533394"
"124439","233963","A35828781-2160CN","6901849930845","568514150130"
"124444","236168","35817740-2160CN","6901849882885","11205097329"
"124473","231796","96838703-2MCN","6901664602170","574994505208"
"124479","229293","95838704-2SCN","6911713297660","574492312405"
"124507","229741","96838703-3SCN","6901664602231","574994505208"
"124528","235874","15831431-3XLCN","6901849578757","570264396273"
"124532","229576","A35828783-3160CN","6901849931323","12673316401"
"124533","232310","A35828783-2150CN","6901849931255","12673316401"
"124538","248051","15849973-1LCN","6901664551485","581817613612"
"124540","241814","95847942-5XLCN","6901664614487","577698721554"
"124542","239553","15849973-23XLCN","6901664551539","578729691372"
"124563","245773","15843925-1LCN","6901664538059","12485790493"
"124566","241354","16848972-1SCN","6901664569367","579146690007"
"124567","246755","16848972-2MCN","6901664569428","579146690007"
"124577","239118","95847942-3XLCN","6901664614326","577698721554"
"124578","244861","A35845915-4140CN","6901664139577","579269275951"
"124581","242458","A35845915-2170CN","6901664142058","580809846298"
"124587","241082","15841975-2LCN","6901664535263","584169616012"
"124589","240374","15841975-4SCN","6901664535478","584169616012"
"124590","241443","15841975-33XLCN","6901664535331","584169616012"
"124602","240496","35744706-3130CN","6901849892853","579086169835"
"124614","239794","96848913-2LCN","6901664621621","584666170255"
"124615","240607","96848913-1MCN","6901664621560","579644897759"
"124616","245327","96848913-4XLCN","6901664621782","584666170255"
"124618","246204","16847941-4MCN","6901664563341","584771085955"
"124636","242509","95847702-1XLCN","6901664612568","575952577563"
"124665","244812","A35831702-1165CN","6901664128229","573260344538"
"124670","241466","A37849810-6120CN","6901664176190","12088161587"
"124676","241332","A37849810-3130CN","6901664176084","580735191004"
"124686","241444","16847845-22XLCN","6901664562177","583386637649"
"124687","239782","16847845-4XSCN","6901664562313","583386637649"
"124692","244969","35831710-3130CN","6901849938407","578811837677"
"124715","240034","15841957-2XSCN","6901664534006","584734751125"
"124716","242160","95848942-62XLCN","6901664619406","577832090669"
"124719","239170","15841957-12XLCN","6901664533832","578261749064"
"124735","242446","A35848711-2170CN","6901664169628","12178768820"
"124739","240901","A35848711-6160CN","6901664169727","580716291878"
"124741","239119","A35848711-8140CN","6901664169826","12083673028"
"124743","245423","A35848711-9165CN","6901664169918","580716291878"
"124753","247195","A35831742-3150CN","6901664129226","573903798192"
"124756","246024","A35831742-1160CN","6901664129110","573903798192"
"124759","240835","A35847815-3130CN","6901664168973","12178765172"
"124760","244985","A35847815-2140CN","6901664168928","12178765172"
"124765","239665","95848942-43XLCN","6901664619277","577832090669"
"124767","240750","95848942-5LCN","6901664619369","577832090669"
"124769","242275","95848942-23XLCN","6901664619147","577832090669"
"124793","239623","95737701-2SCN","6911713242530","587174957035"
"124794","240398","95737701-1MCN","6911713242455","556823738290"
"124822","241923","A37847810-3150CN","6901664173090","12088163195"
"124824","247419","A37847810-2160CN","6901664173045","580723995122"
"124825","247516","A37849801-6120CN","6901664175957","12084637832"
"124828","245367","A37847810-6160CN","6901664173274","580723995122"
"124831","242862","A37847810-4130CN","6901664173137","11967957439"
"124849","239307","15841977-2SCN","6901664535836","578533293317"
"124851","241950","A35849740-1130CN","6901664170402","580280968793"
"124856","243192","A35849740-8130CN","6901664170525","578381738688"
"124868","239609","15849918-2XLCN","6901664550099","578059173802"
"124870","242747","15849918-3SCN","6901664550174","12487937663"
"124888","239386","96847738-4LCN","6901664619796","584459010506"
"124896","241849","15847951-4SCN","6901664570813","581534763972"
"124897","239389","15847951-23XLCN","6901664570721","582106029752"
"124914","244007","A35839706-5110CN","6901664166788","575464735709"
"124918","239222","A35839706-2130CN","6901664166689","573711920013"
"124922","240407","A35846610-2140CN","6901664167549","582119200784"
"124927","240715","A35846610-3160CN","6901664167624","582119200784"
"124956","240432","16848912-3XLCN","6901664568735","584772637043"
"124957","239358","16848912-2SCN","6901664568643","584772637043"
"124962","246867","16848912-1SCN","6901664568568","584772637043"
"124976","241826","15841959-1LCN","6901664534112","582914572142"
"124979","240382","15841959-3XLCN","6901664534235","582914572142"
"125026","246953","95918643-1SCN","6901664629610","12174710431"
"125030","246897","A36848702-2140CN","6901664171652","12021135928"
"125032","240310","16847917-1LCN","6901664562511","1420166315"
"125034","240609","16847917-3XSCN","6901664562702","580619210037"
"125076","242231","A36838702-3150CN","6901664131908","11792411478"
"125085","242285","16837741-1XLCN","6901849603282","575868716312"
"125089","243835","A37848793-4130CN","6901664174714","12107431062"
"125100","241841","35846670-1170CN","6901664104094","578428331884"
"125110","246994","35846670-3150CN","6901664104124","578428331884"
"125114","239775","16847972-1XLCN","6901664563983","12046041878"
"125120","241078","16847972-3SCN","6901664564133","12046041878"
"125122","241857","16837109-1MCN","6901849596799","574398145759"
"125127","245709","15841717-42XLCN","6901664529958","580079622090"
"125128","243362","16837109-2MCN","6901849596867","574398145759"
"125138","243699","95848916-4XLCN","6901664618287","584245349583"
"125139","239470","95848916-5LCN","6901664618324","540354194181"
"125162","241212","15849945-3MCN","6901664550983","584595183720"
"125164","239620","A36837742-2130CN","6901664131632","11791384749"
"125165","239510","15849945-2MCN","6901664550891","584595183720"
"125167","242099","A36837742-1150CN","6901664131601","11791384749"
"125169","240498","15849945-12XLCN","6901664550761","578275812094"
"125182","240799","95848707-1LCN","6901664614760","576446915225"
"125202","242319","95847743-1LCN","6901664613299","577158772654"
"125212","239423","15847942-2LCN","6901664570431","12150982719"
"125215","239265","15847942-4SCN","6901664570509","12150982719"
"125217","239979","A35847745-8165CN","6901664168775","580413726190"
"125218","240720","A35847745-2165CN","6901664168652","580413726190"
"125220","240865","A35847745-1170CN","6901664168607","580413726190"
"125221","243839","35848912-2165CN","6901664150572","11983722243"
"125226","240658","15847942-54XLCN","6901664570622","584331917734"
"125232","239229","16847977-5LCN","6901664564638","12046046904"
"125235","240619","16847977-4LCN","6901664564553","578077859829"
"125239","239328","16847977-62XLCN","6901664564683","12046046904"
"125245","239992","A35838703-5150CN","6901664130789","580489928247"
"125251","239667","A35838703-3170CN","6901664130697","573075751229"
"125254","239338","A35838703-4130CN","6901664130703","580489928247"
"125257","240130","A35838703-2150CN","6901664130604","575360506101"
"125264","241213","96848914-12XLCN","6901664621805","580773547158"
"125266","240518","96848914-3LCN","6901664621874","12101968185"
"125268","239359","96848914-4MCN","6901664621966","12101968185"
"125296","240388","A35849708-5120CN","6901664177135","580465793686"
"125334","243933","95848917-4LCN","6901664618584","576187735620"
"125339","243343","35847613-3160CN","6901664104797","573907746015"
"125340","240276","96848916-3MCN","6901664622109","12027064366"
"125341","239073","96848916-2LCN","6901664622024","576132219842"
"125342","243687","96848916-5MCN","6901664622246","576132219842"
"125343","240135","96848916-4SCN","6901664622185","576132219842"
"125344","239551","15846971-22XLCN","6901664541691","12151541551"
"125345","245001","A35839743-4120CN","6901664131328","11792389007"
"125381","240967","96847940-3SCN","6901664620402","584105746872"
"125383","241830","96847940-2LCN","6901664620310","12523536826"
"125384","242857","96847940-5SCN","6901664620556","576021514458"
"125385","245738","96847940-4MCN","6901664620471","576021514458"
"125393","239909","16848942-4SCN","6901664569008","579013245859"
"125402","246643","15843944-1LCN","6901664538363","12046070553"
"125404","240947","15843944-2MCN","6901664538448","12046070553"
"125412","240397","16847946-2XSCN","6901664563518","12263849704"
"125420","241886","95848745-2LCN","6901664616245","577399122221"
"125423","239106","95848745-4MCN","6901664616375","577399122221"
"125434","241596","15831206-33XLCN","6901849578009","576246212012"
"125440","239208","15831206-2LCN","6901849577934","576246212012"
"125486","246520","A35841810-4140CN","6901664167181","3361048338"
"125490","246764","15745911-4MCN","6901849415298","11768468694"
"125492","242904","A35841810-3150CN","6901664167136","3361048338"
"125499","241693","15843946-2XLCN","6901664538974","1420172015"
"125501","240760","16847948-1SCN","6901664563556","578236636675"
"125504","240231","A36838742-4165CN","6901664132172","573582576871"
"125505","239074","16847948-2SCN","6901664563648","578236636675"
"125506","240119","16847948-3XLCN","6901664563730","578236636675"
"125507","243841","15843811-3XLCN","6901664537915","584595682985"
"125508","242825","95848841-5LCN","6901664616900","578814604286"
"125511","248002","95848841-2LCN","6901664616726","578814604286"
"125523","245657","15847980-2LCN","6901664572077","582366899265"
"125558","240078","A35839431-4120CN","6901664130963","11780761812"
"125560","241739","A35839431-5101CN","6901664130987","11780761812"
"125562","240007","A35839431-2130CN","6901664130932","11780761812"
"125604","239483","96848712-4XSCN","6901664621461","576576479039"
"125605","239006","96848712-5XLCN","6901664621522","576024014042"
"125607","239026","96848712-1SCN","6901664621232","576024014042"
"125609","240591","96848712-2XLCN","6901664621317","576024014042"
"125610","241565","96848712-3LCN","6901664621355","575705375530"
"125632","239518","95918642-1LCN","6901664629498","584669983517"
"125633","239435","95918642-22XLCN","6901664629559","584669983517"
"125634","241956","16837759-1MCN","6901849604302","576816970946"
"125646","246331","A35831741-3140CN","6901664128977","573729721957"
"125647","239745","A36848701-5150CN","6901664171560","12080995038"
"125676","240006","35849750-1101CN","6901664151814","578608278841"
"125719","241044","A36848749-5160CN","6901664172024","11908549374"
"125722","243116","15847978-22XLCN","6901664571674","578779003306"
"125723","240054","96848921-1SCN","6901664622567","584246059844"
"125724","240263","96848921-3LCN","6901664622666","584246059844"
"125725","242217","96848921-2XLCN","6901664622635","584246059844"
"125735","246708","95848915-1XLCN","6901664617914","578808918906"
"125738","240676","95848915-22XLCN","6901664617938","12027065462"
"125740","239217","95848915-3LCN","6901664618034","12027065462"
"125748","242590","A37848792-3140CN","6901664174370","580683978676"
"125763","240622","95847971-1LCN","6901664614524","11935032818"
"125765","239422","95847971-2MCN","6901664614623","11935032818"
"125769","240931","35847709-2150CN","6901664105206","11918835550"
"125788","240427","A37848792-6130CN","6901664174486","586120320312"
"125802","239602","15847976-3SCN","6901664571490","12112586768"
"125803","240320","15847976-2SCN","6901664571377","12112586768"
"125806","240385","16847975-4SCN","6901664564423","578778847833"
"125811","239705","16847975-3XLCN","6901664564355","580017144383"
"125823","240992","A35841796-6170CN","6901664167105","12021126302"
"125824","243105","A35841796-3140CN","6901664166948","12021126302"
"125830","240678","95848913-6XLCN","6901664617853","580009527924"
"125831","244161","A35849845-3120CN","6901664170792","12069050829"
"125832","239141","15847941-24XLCN","6901664549703","582100297837"
"125833","239885","15847941-5LCN","6901664549819","582364567243"
"125835","241667","95848913-3LCN","6901664617662","584460766732"
"125836","239911","95848913-5MCN","6901664617754","584460766732"
"125837","242779","95847940-23XLCN","6901664613930","579512219375"
"125838","239429","95847940-4MCN","6901664614098","577559089524"
"125840","240386","95847940-3MCN","6901664614036","577559089524"
"125841","244278","A35849845-6130CN","6901664170884","12155694763"
"125843","241605","95847940-5LCN","6901664614142","577559089524"
"125856","243164","16847742-2SCN","6901664559795","580006782456"
"127906","252532","15621764-23XLCN","6903599224960","527728492954"
"134784","269516","95537745-5LCN","6913794868340","10215350592"
"151976","371582","96918612-3SCN","6901664646525","12596044215"
"152137","373368","95918611-1LCN","6901664637899","12636050893"
"152139","369730","95918611-23XLCN","6901664637981","12687096118"
"152162","379825","95918722-1LCN","6901664640837","12594259951"
"152177","370330","95918722-2SCN","6901664640882","12594259951"
"152464","373702","95918705-6XLCN","6901664639534","12594254095"
"152476","370415","95918705-2SCN","6901664639336","584445697867"
"152530","371647","95918714-5XLCN","6901664640509","584523466948"
"152531","369941","95918714-4MCN","6901664640462","12594261541"
"152532","374108","95918714-1SCN","6901664640271","584523466948"
"152536","370116","95918616-13XLCN","6901664638100","584976971415"
"152538","372307","95918616-3SCN","6901664638193","584976971415"
"152679","378847","95918753-63XLCN","6901664644217","584394565346"
"152687","369558","95918753-2XLCN","6901664644002","584394565346"
"152690","371744","95918753-33XLCN","6901664644088","585615969500"
"152702","371271","96917742-1MCN","6901664646358","12636299947"
"152711","370586","96917742-22XLCN","6901664646440","12636299947"
"152742","377864","95918642-33XLCN","6901664638421","584669983517"
"166831","452978","A33849530-128CN","6903711345634","12083652921"
"167067","451976","91915501-49.5CN","6901664818298","12636005935"
"167070","452246","91915501-210.5CN","6901664818069","584867630634"
"167072","452529","91915501-310.5CN","6901664818144","12660420833"
"167498","463332","ZP1701301-3000CN","9000000902671","11489846798"
"167760","464955","39827203-2000CN","6901849951840","566676078508"
"168095","466122","39827204-1000CN","6901849951857","566601870453"
"168356","472722","19828175-1000CN","6913794372502","586611023208"
"168420","477549","99837301-5000CN","6913794893380","11930183397"
"168431","476030","99727351-1000CN","6913794891584","11399693564"
"168433","467901","99727351-3000CN","6913794891607","552230625761"
"168434","469401","99837301-3000CN","6913794893366","576771658191"
"168436","473760","99837301-4000CN","6913794893373","576771658191"
"168437","464702","99727351-5000CN","6913794892048","558766747499"
"168440","465011","99837301-2000CN","6913794893359","11930183397"
"168955","473722","99727301-5000CN","6913794892000","596910650350"
"169049","470719","99717351-3000CN","6913794891232","545964971694"
"169059","468833","99717351-2000CN","6913794891225","545964971694"
"169347","466074","99727301-3000CN","6913794891553","566451207933"
"169354","470759","99727301-2000CN","6913794891546","11399687562"
"170412","473174","99848251-3000CN","6913794893779","576830885326"
"170506","464188","99717301-6000CN","6913794892369","564878825774"
"170515","464239","99717301-9000CN","6913794892390","564878825774"
"170569","469294","99717301-1000CN","6913794891171","547473946954"
"170574","472502","99717301-4000CN","6913794891201","546227966370"
"170703","466762","19827307-2000CN","6913794371413","566806094111"
"170758","472311","39818311-2MCN","6901849949748","562270922795"
"171008","468079","99848252-1000CN","6913794893786","577064323942"
"171414","476045","19827141-1000CN","6913794371123","567156413324"
"171422","477375","99837351-2000CN","6913794893403","576617141739"
"171424","465894","99837351-3000CN","6913794893410","576617141739"
"171425","468403","99837351-4000CN","6913794893427","593823391502"
"171426","470824","99837351-5000CN","6913794893434","586144693458"
"171433","467691","99837351-1000CN","6913794893397","576617141739"
"171449","466651","99737152-5000CN","6913794891881","10685682186"
"171740","470034","99848121-1000CN","6913794893618","576666628095"
"172061","465427","99717971-3LCN","6913794891393","586019032181"
"172442","469862","99837303-1000CN","6913794893861","593486485527"
"172909","466320","19847972-52XLCN","6913794381429","586965062715"
"172922","465442","19847972-1SCN","6913794381221","586965062715"
"172924","464954","19847972-22XLCN","6913794381245","586965062715"
"173437","469578","19848154-2000CN","6913794381764","585140883277"
"173439","468251","19847361-1000CN","6913794380705","579981193673"
"173696","471932","39829201-2000CN","6901849953974","566454012173"
"173698","474831","39829201-1000CN","6901849953967","566454012173"
"173846","468318","99727141-1000CN","6913794891515","532898267889"
"173902","472450","99838302-3000CN","6913794893458","575794726349"
"173904","468379","99838302-2000CN","6913794893250","575794726349"
"173905","465007","99838302-1000CN","6913794893243","575794726349"
"174018","468752","99847153-1000CN","6913794893540","576883803972"
"174567","465359","99747151-1000CN","6913794892505","561255483414"
"174754","466940","99737131-1000CN","6913794891805","10689420960"
"174755","469383","99737131-2000CN","6913794891812","10689420960"
"175950","475492","19727141-1000CN","6913794355079","10229861239"
"176181","474600","99918141-2000CN","6913794893984","586807315640"
"176183","469407","99918141-1000CN","6913794893977","586807315640"
"176326","465561","99738151-1000CN","6913794891942","10689377054"
"176663","464630","99847251-1000CN","6913794893588","576458704174"
"176698","474785","99717151-4000CN","6913794891461","585929860971"
"176699","475064","99717151-1000CN","6913794891430","595078682429"
"176833","471192","99918151-2000CN","6913794894011","586308464229"
"176966","468707","19827973-3MCN","6913794371932","565466534763"
"177468","464693","99717152-3000CN","6913794891492","11578541907"
"177472","474178","99717152-1000CN","6913794891478","11578541907"
"177490","469504","99838302-11000CN","6913794893441","575794726349"
"178137","478022","16848942-22XLCN","6901664568896","579013245859"
"178167","477927","15846971-3LCN","6901664541813","12151541551"
"178222","478238","39824201-1000CN","6901664802822","12149447442"
"178223","478253","39824201-2000CN","6901664802839","12149447442"
"278429","584136","33919901-330CN","6903711354056","12323745686"
"278432","580293","12915551-37CN","6901664762898","584909835798"
"278439","579333","92915527-48.5CN","6901664822769","584045440705"
"278445","579169","11911620-17CN","6901664782131","584675891355"
"278454","579243","91918871-16.5CN","6901664831365","593666425366"
"278456","579685","91918871-29.5CN","6901664831501","11068836574"
"278458","579133","11911620-38.5CN","6901664782315","584675891355"
"278459","581416","11911620-68.5CN","6901664782469","584675891355"
"278462","579139","91918871-310.5CN","6901664831518","583202214016"
"278464","579219","91918871-49CN","6901664831655","583202214016"
"278467","579165","11918851-310.5CN","6901664765622","586411325768"
"278491","578839","A31919505-329CN","6903711362396","12286995818"
"278492","584224","92918001-16CN","6901664829102","583817237325"
"278494","579599","A31919505-130CN","6903711362303","12286995818"
"278495","579028","A31919505-231CN","6903711362365","12286995818"
"278496","578937","12918881-47CN","6901664777397","12555229445"
"278497","579699","12918881-35CN","6901664777274","12555229445"
"278505","582479","91915506-510.5CN","6901664818465","586952825491"
"278508","579354","91915506-48.5CN","6901664818434","586952825491"
"278545","580573","92915523-47CN","6901664828327","593162238289"
"278547","578919","92915523-37.5CN","6901664828259","593162238289"
"278548","583514","92915523-25CN","6901664828129","593162238289"
