tradeNo,subTradeNo,shopCode
1116835330036866537,1116835330036866537,AntaTBOB
1120055874609481918,1120055874609481918,AntaTBOB
1101332448463706424,1101332448463706424,AntaTBOB
607795918994823302,607795918994823302,AntaTBOB
1122089088598154446,1122089088598154446,AntaTBOB
1103694913191459714,1103694913191459714,AntaTBOB
1113898594724516363,1113898594724516363,AntaTBOB
1114122752945920962,1114122752945920962,AntaTBOB
1117042915408731940,1117042915408731940,AntaTBOB
1113981217247414117,1113981217247414117,AntaTBOB
1116545219508996141,1116545219508996141,AntaTBOB
1105112225321528780,1105112225321528780,AntaTBOB
1103942720911900247,1103942720911900247,AntaTBOB
1103125953776472585,1103125953776472585,AntaTBOB
1111287107215951540,1111287107216951540,AntaTBOB
1111287107215951540,1111287107217951540,AntaTBOB
1111287107215951540,1111287107218951540,AntaTBOB
1103363618894665783,1103363618894665783,AntaTBOB
1101505632051486866,1101505632051486866,AntaTBOB
1103510915403431141,1103510915403431141,AntaTBOB
1115852832153033920,1115852832153033920,AntaTBOB
1105960195351050161,1105960195351050161,AntaTBOB
1103719457342788567,1103719457342788567,AntaTBOB
598696933016734795,598696933016734795,AntaTBOB
1120667330686582525,1120667330686582525,AntaTBOB
1105507648692260757,1105507648692260757,AntaTBOB
1105205603361431244,1105205603361431244,AntaTBOB
1114697536176492792,1114697536178492792,AntaTBOB
1114697536176492792,1114697536179492792,AntaTBOB
1104467394564806489,1104467394564806489,AntaTBOB
1106163171983056252,1106163171984056252,AntaTBOB
1106163171983056252,1106163171985056252,AntaTBOB
607956655415868005,607956655418868005,AntaTBOB
607956655415868005,607956655419868005,AntaTBOB
1104726019476084907,1104726019476084907,AntaTBOB
1110657376168193987,1110657376169193987,AntaTBOB
1110657376168193987,1110657376170193987,AntaTBOB
1103736323701393267,1103736323701393267,AntaTBOB
1103291456670879051,1103291456671879051,AntaTBOB
1103291456670879051,1103291456672879051,AntaTBOB
1103291456670879051,1103291456673879051,AntaTBOB
1103291456670879051,1103291456674879051,AntaTBOB
1103291456670879051,1103291456675879051,AntaTBOB
1110395488204718606,1110395488205718606,AntaTBOB
1110395488204718606,1110395488206718606,AntaTBOB
1110395488204718606,1110395488207718606,AntaTBOB
1110395488204718606,1110395488208718606,AntaTBOB
607523341099576305,607523341099576305,AntaTBOB
1104925890739505423,1104925890739505423,AntaTBOB
1111483682173695856,1111483682174695856,AntaTBOB
1111483682173695856,1111483682175695856,AntaTBOB
1122710818763081868,1122710818763081868,AntaTBOB
1100074497296250880,1100074497296250880,AntaTBOB
1085325344616458324,1085325344616458324,AntaTBOB
1120802115572970188,1120802115572970188,AntaTBOB
1070603041407305972,1070603041408305972,AntaTBOB
1070603041407305972,1070603041409305972,AntaTBOB
1070603041407305972,1070603041410305972,AntaTBOB
1103820610356615217,1103820610356615217,AntaTBOB
1002734914959627125,1002734914959627125,AntaTBOB
1101809089202695351,1101809089203695351,AntaTBOB
1101809089202695351,1101809089204695351,AntaTBOB
1099814112089904363,1099814112090904363,AntaTBOB
1115074403088394661,1115074403088394661,AntaTBOB
1100088803457955848,1100088803458955848,AntaTBOB
1100088803457955848,1100088803459955848,AntaTBOB
1100088803457955848,1100088803460955848,AntaTBOB
607477260444659502,607477260444659502,AntaTBOB
1113926434390296147,1113926434390296147,AntaTBOB
1100291136775077941,1100291136775077941,AntaTBOB
1103216418568858517,1103216418569858517,AntaTBOB
1103216418568858517,1103216418570858517,AntaTBOB
1104206371558336461,1104206371558336461,AntaTBOB
1099665184665204259,1099665184665204259,AntaTBOB
1102460096429780339,1102460096429780339,AntaTBOB
1112263650144837747,1112263650144837747,AntaTBOB
1090088067169500992,1090088067170500992,AntaTBOB
1090088067169500992,1090088067171500992,AntaTBOB
1090088067169500992,1090088067172500992,AntaTBOB
1114865858865435326,1114865858865435326,AntaTBOB
1116406211507695347,1116406211507695347,AntaTBOB
1120854818652762885,1120854818652762885,AntaTBOB
1107636418871535383,1107636418871535383,AntaTBOB
1105795042117873056,1105795042117873056,AntaTBOB
1116828577723870020,1116828577723870020,AntaTBOB
1118667681369163869,1118667681369163869,AntaTBOB
1106449409349577109,1106449409349577109,AntaTBOB
1103826466124462967,1103826466124462967,AntaTBOB
1117013152782922657,1117013152782922657,AntaTBOB
1112990691983063019,1112990691983063019,AntaTBOB
1106773793044506592,1106773793044506592,AntaTBOB
1100265123817903777,1100265123818903777,AntaTBOB
1100265123817903777,1100265123819903777,AntaTBOB
1084874498079269256,1084874498080269256,AntaTBOB
1084874498079269256,1084874498081269256,AntaTBOB
1120058690247878539,1120058690247878539,AntaTBOB
598927302880168594,598927302880168594,AntaTBOB
1100320354587311018,1100320354587311018,AntaTBOB
1110370560336022065,1110370560337022065,AntaTBOB
1110370560336022065,1110370560338022065,AntaTBOB
1110370560336022065,1110370560339022065,AntaTBOB
1110370560336022065,1110370560340022065,AntaTBOB
1103892673371655053,1103892673371655053,AntaTBOB
1098848640953783570,1098848640954783570,AntaTBOB
1098848640953783570,1098848640955783570,AntaTBOB
1100632257077087922,1100632257079087922,AntaTBOB
1100632257077087922,1100632257082087922,AntaTBOB
1093047426039864214,1093047426039864214,AntaTBOB
1116387457394033920,1116387457394033920,AntaTBOB
1112395394364016731,1112395394365016731,AntaTBOB
1112395394364016731,1112395394366016731,AntaTBOB
1101787490012916326,1101787490012916326,AntaTBOB
599179300661058795,599179300661058795,AntaTBOB
1118492929993379087,1118492929993379087,AntaTBOB
1105014946982446011,1105014946982446011,AntaTBOB
1105391715641504783,1105391715641504783,AntaTBOB
1103468867799327784,1103468867799327784,AntaTBOB
1119497313491179319,1119497313491179319,AntaTBOB
1104384992541236981,1104384992541236981,AntaTBOB
1119197536709417464,1119197536709417464,AntaTBOB
1111677121501128675,1111677121501128675,AntaTBOB
1123404513544344162,1123404513544344162,AntaTBOB
1116228512437453948,1116228512437453948,AntaTBOB
1103345472880936553,1103345472880936553,AntaTBOB
1103321889883678031,1103321889883678031,AntaTBOB
1105597633315875613,1105597633315875613,AntaTBOB
1103301634162038377,1103301634162038377,AntaTBOB
599278725534901296,599278725534901296,AntaTBOB
1102550496918490570,1102550496918490570,AntaTBOB
1116378435123852376,1116378435123852376,AntaTBOB
1103923553019222157,1103923553019222157,AntaTBOB
1120325923151930130,1120325923151930130,AntaTBOB
1118865696399242670,1118865696399242670,AntaTBOB
1106132579603218064,1106132579603218064,AntaTBOB
1104931297738014781,1104931297738014781,AntaTBOB
1102528417501450845,1102528417501450845,AntaTBOB
1103928450186177868,1103928450186177868,AntaTBOB
1112542912446883922,1112542912446883922,AntaTBOB
1105640257808352841,1105640257808352841,AntaTBOB
1102732000685227574,1102732000685227574,AntaTBOB
1121834944772227182,1121834944772227182,AntaTBOB
599737127162495398,599737127162495398,AntaTBOB
608332332927791603,608332332927791603,AntaTBOB
599226438967340695,599226438967340695,AntaTBOB
1110812641815420185,1110812641815420185,AntaTBOB
1115466274140601065,1115466274140601065,AntaTBOB
607762734014343704,607762734014343704,AntaTBOB
1103692771967381244,1103692771967381244,AntaTBOB
1103677762578556787,1103677762578556787,AntaTBOB
1103087489168896006,1103087489169896006,AntaTBOB
1103087489168896006,1103087489170896006,AntaTBOB
1103087489168896006,1103087489171896006,AntaTBOB
1100387648349576807,1100387648349576807,AntaTBOB
1122650721864195216,1122650721864195216,AntaTBOB
1104843553135431086,1104843553135431086,AntaTBOB
1110909762244040249,1110909762244040249,AntaTBOB
1103224416816944676,1103224416816944676,AntaTBOB
1106250371499633069,1106250371499633069,AntaTBOB
1099518688687176489,1099518688687176489,AntaTBOB
1104586626727989567,1104586626727989567,AntaTBOB
1100618337786867388,1100618337786867388,AntaTBOB
1070971872285051752,1070971872290051752,AntaTBOB
1102747425474345482,1102747425474345482,AntaTBOB
1100835360045028029,1100835360045028029,AntaTBOB
1104890529501422025,1104890529501422025,AntaTBOB
1119264641398737235,1119264641398737235,AntaTBOB
1105999266114329189,1105999266114329189,AntaTBOB
1103153920702589707,1103153920702589707,AntaTBOB
1103653569357800630,1103653569357800630,AntaTBOB
1103468673218389562,1103468673218389562,AntaTBOB
1113351937566083318,1113351937567083318,AntaTBOB
1113351937566083318,1113351937568083318,AntaTBOB
1104476227807226331,1104476227807226331,AntaTBOB
607800559255050002,607800559255050002,AntaTBOB
599462887767833097,599462887767833097,AntaTBOB
1102668096445118632,1102668096445118632,AntaTBOB
1114157024605179488,1114157024605179488,AntaTBOB
1103434432369640783,1103434432369640783,AntaTBOB
1115062017447291009,1115062017447291009,AntaTBOB
1104962337256056641,1104962337256056641,AntaTBOB
1110514624635971940,1110514624635971940,AntaTBOB
1110247776776474278,1110247776776474278,AntaTBOB
1094038818133981811,1094038818133981811,AntaTBOB
1103353985412598379,1103353985412598379,AntaTBOB
598462308565783599,598462308567783599,AntaTBOB
1124088416339111640,1124088416339111640,AntaTBOB
1110853250944610816,1110853250944610816,AntaTBOB
1101591075746941380,1101591075746941380,AntaTBOB
1103249473759694754,1103249473759694754,AntaTBOB
1113107105410573821,1113107105410573821,AntaTBOB
598718855424156996,598718855424156996,AntaTBOB
598843271790744094,598843271790744094,AntaTBOB
607790703831576304,607790703831576304,AntaTBOB
1103366882692347768,1103366882692347768,AntaTBOB
1102344962839986428,1102344962839986428,AntaTBOB
1098110785163873322,1098110785165873322,AntaTBOB
1118957441507498847,1118957441508498847,AntaTBOB
1118957441507498847,1118957441509498847,AntaTBOB
1103840737037639440,1103840737038639440,AntaTBOB
1103840737037639440,1103840737039639440,AntaTBOB
1103840737037639440,1103840737040639440,AntaTBOB
1116584288979299361,1116584288979299361,AntaTBOB
598485348992427593,598485348992427593,AntaTBOB
1099700768105506382,1099700768105506382,AntaTBOB
1102415841044176738,1102415841044176738,AntaTBOB
598856165435511297,598856165435511297,AntaTBOB
1116365634458238768,1116365634458238768,AntaTBOB
1116556417993267214,1116556417993267214,AntaTBOB
1116045187548463981,1116045187548463981,AntaTBOB
1100759361578913068,1100759361579913068,AntaTBOB
1100759361578913068,1100759361580913068,AntaTBOB
1115611872604396222,1115611872604396222,AntaTBOB
1106146307690511618,1106146307690511618,AntaTBOB
1115170178753211747,1115170178753211747,AntaTBOB
1116644290595266861,1116644290596266861,AntaTBOB
1116644290595266861,1116644290597266861,AntaTBOB
1116644290595266861,1116644290598266861,AntaTBOB
1116644290595266861,1116644290599266861,AntaTBOB
1105863843442526861,1105863843442526861,AntaTBOB
1104134243998565647,1104134243998565647,AntaTBOB
1100621731446075481,1100621731447075481,AntaTBOB
1111724226749415526,1111724226749415526,AntaTBOB
1116153827642123980,1116153827642123980,AntaTBOB
1119831266535475044,1119831266535475044,AntaTBOB
1103387137663779444,1103387137663779444,AntaTBOB
608591535888955702,608591535888955702,AntaTBOB
1103416801715377981,1103416801715377981,AntaTBOB
1105942435414851209,1105942435414851209,AntaTBOB
1117683360973315591,1117683360974315591,AntaTBOB
1117683360973315591,1117683360975315591,AntaTBOB
1104542499438417429,1104542499438417429,AntaTBOB
1114640513714313969,1114640513715313969,AntaTBOB
1114640513714313969,1114640513716313969,AntaTBOB
1102846112412146666,1102846112412146666,AntaTBOB
1100170435141449461,1100170435141449461,AntaTBOB
1104983648783371371,1104983648783371371,AntaTBOB
1104139459193105815,1104139459194105815,AntaTBOB
1111082883919981874,1111082883920981874,AntaTBOB
1111082883919981874,1111082883921981874,AntaTBOB
1111082883919981874,1111082883922981874,AntaTBOB
1070718498714042509,1070718498714042509,AntaTBOB
1104536002991534750,1104536002991534750,AntaTBOB
1104471298212890216,1104471298212890216,AntaTBOB
1112601986009002519,1112601986009002519,AntaTBOB
1047335008978542185,1047335008978542185,AntaTBOB
1118361314093832675,1118361314093832675,AntaTBOB
1103362112663722748,1103362112663722748,AntaTBOB
1113258402660375577,1113258402661375577,AntaTBOB
1113258402660375577,1113258402662375577,AntaTBOB
1115564322841696936,1115564322841696936,AntaTBOB
1102173664638413055,1102173664639413055,AntaTBOB
1102173664638413055,1102173664640413055,AntaTBOB
1118074465469826034,1118074465469826034,AntaTBOB
1120923488021431246,1120923488021431246,AntaTBOB
1102602946812839180,1102602946812839180,AntaTBOB
1113122656297987932,1113122656297987932,AntaTBOB
1102584705029062572,1102584705029062572,AntaTBOB
598892263803475099,598892263803475099,AntaTBOB
1101153569866153109,1101153569866153109,AntaTBOB
1111082787429177765,1111082787429177765,AntaTBOB
608821839914010203,608821839914010203,AntaTBOB
1119081859210890377,1119081859210890377,AntaTBOB
1118456416960757854,1118456416960757854,AntaTBOB
1116917987301485544,1116917987301485544,AntaTBOB
1105334306321987492,1105334306321987492,AntaTBOB
608013869674355902,608013869674355902,AntaTBOB
1103855875359820224,1103855875359820224,AntaTBOB
1107121570254137789,1107121570254137789,AntaTBOB
607563789730176302,607563789730176302,AntaTBOB
599509191862993495,599509191862993495,AntaTBOB
1103696194836617427,1103696194836617427,AntaTBOB
1033541698001066713,1033541698002066713,AntaTBOB
1033541698001066713,1033541698004066713,AntaTBOB
1100505472872068326,1100505472872068326,AntaTBOB
1105468674564210951,1105468674564210951,AntaTBOB
1111124771091415289,1111124771091415289,AntaTBOB
608655054935643600,608655054935643600,AntaTBOB
1105134528196334946,1105134528196334946,AntaTBOB
1103066432288973930,1103066432289973930,AntaTBOB
1103066432288973930,1103066432290973930,AntaTBOB
1103066432288973930,1103066432291973930,AntaTBOB
1101739360996982241,1101739360996982241,AntaTBOB
1112662211449455249,1112662211449455249,AntaTBOB
1118253632012471323,1118253632012471323,AntaTBOB
1122462914812867038,1122462914812867038,AntaTBOB
1104240547580515168,1104240547580515168,AntaTBOB
1107085856630969837,1107085856630969837,AntaTBOB
1110295520397917713,1110295520397917713,AntaTBOB
1104048896672465632,1104048896672465632,AntaTBOB
1119585281027638241,1119585281027638241,AntaTBOB
1114363616127093306,1114363616127093306,AntaTBOB
1100498115562767207,1100498115563767207,AntaTBOB
1105597954779160337,1105597954779160337,AntaTBOB
1087753665461344669,1087753665462344669,AntaTBOB
1087753665461344669,1087753665463344669,AntaTBOB
1087753665461344669,1087753665465344669,AntaTBOB
1122941219444911786,1122941219444911786,AntaTBOB
1100953539006052051,1100953539006052051,AntaTBOB
1102849827970009517,1102849827970009517,AntaTBOB
599171684708815594,599171684708815594,AntaTBOB
599227204639510396,599227204639510396,AntaTBOB
1103217666448144706,1103217666448144706,AntaTBOB
1100951777279625730,1100951777279625730,AntaTBOB
1099617826747957350,1099617826747957350,AntaTBOB
1103880385246254835,1103880385246254835,AntaTBOB
608547085045987604,608547085045987604,AntaTBOB
599878951113585395,599878951113585395,AntaTBOB
1091600513802242234,1091600513803242234,AntaTBOB
1091600513802242234,1091600513804242234,AntaTBOB
1091600513802242234,1091600513805242234,AntaTBOB
1105496418661287225,1105496418661287225,AntaTBOB
1101908515706935413,1101908515707935413,AntaTBOB
1101908515706935413,1101908515708935413,AntaTBOB
1101908515706935413,1101908515709935413,AntaTBOB
1101908515706935413,1101908515710935413,AntaTBOB
1101908515706935413,1101908515711935413,AntaTBOB
1116599584880245835,1116599584880245835,AntaTBOB
1108264515887809184,1108264515887809184,AntaTBOB
1118708512711634785,1118708512711634785,AntaTBOB
1068623299170276831,1068623299170276831,AntaTBOB
605224525024283203,605224525024283203,AntaTBOB
1113053666023747511,1113053666023747511,AntaTBOB
1113108226500889663,1113108226500889663,AntaTBOB
1086795520696388179,1086795520698388179,AntaTBOB
1086795520696388179,1086795520699388179,AntaTBOB
1115845027821502724,1115845027821502724,AntaTBOB
1101659650263394132,1101659650263394132,AntaTBOB
598883719560972999,598883719560972999,AntaTBOB
1104140259871148879,1104140259871148879,AntaTBOB
598706374269024996,598706374269024996,AntaTBOB
1117014529293591444,1117014529293591444,AntaTBOB
1101075139872167457,1101075139873167457,AntaTBOB
1101075139872167457,1101075139874167457,AntaTBOB
1106447393550577109,1106447393550577109,AntaTBOB
1121368867687483687,1121368867687483687,AntaTBOB
599664005167020399,599664005167020399,AntaTBOB
1105452577674723487,1105452577674723487,AntaTBOB
1104591650126036516,1104591650126036516,AntaTBOB
599459783697633394,599459783697633394,AntaTBOB
1118468802045747887,1118468802045747887,AntaTBOB
1104475106691296106,1104475106691296106,AntaTBOB
1103089505558344510,1103089505558344510,AntaTBOB
1102103747706865771,1102103747706865771,AntaTBOB
1111415107086696613,1111415107086696613,AntaTBOB
1101306338946623719,1101306338946623719,AntaTBOB
1104192930058768881,1104192930058768881,AntaTBOB
1104437602837618191,1104437602837618191,AntaTBOB
1110810625283572572,1110810625284572572,AntaTBOB
1110810625283572572,1110810625285572572,AntaTBOB
1110810625283572572,1110810625286572572,AntaTBOB
1070164768138042509,1070164768138042509,AntaTBOB
1102919328892227585,1102919328893227585,AntaTBOB
1102919328892227585,1102919328894227585,AntaTBOB
1104315617627866979,1104315617627866979,AntaTBOB
1102744417388536442,1102744417389536442,AntaTBOB
1102744417388536442,1102744417390536442,AntaTBOB
1102744417388536442,1102744417391536442,AntaTBOB
1102744417388536442,1102744417392536442,AntaTBOB
1104162273450195567,1104162273450195567,AntaTBOB
598780007259320298,598780007259320298,AntaTBOB
1102956800963503162,1102956800963503162,AntaTBOB
1122466498201915742,1122466498201915742,AntaTBOB
1105154049632908867,1105154049632908867,AntaTBOB
1105977313093772550,1105977313093772550,AntaTBOB
1101550531764787972,1101550531764787972,AntaTBOB
1120996993818386717,1120996993818386717,AntaTBOB
1104505729541494393,1104505729541494393,AntaTBOB
1102242115456763271,1102242115456763271,AntaTBOB
1102780994221488262,1102780994221488262,AntaTBOB
1045913312919898006,1045913312919898006,AntaTBOB
1116326657466057548,1116326657466057548,AntaTBOB
1101575778766157173,1101575778766157173,AntaTBOB
1101899043927765216,1101899043927765216,AntaTBOB
606420719491488700,606420719491488700,AntaTBOB
1111096513385729392,1111096513385729392,AntaTBOB
1117048161118030593,1117048161118030593,AntaTBOB
608549964288745901,608549964288745901,AntaTBOB
1101665281797918279,1101665281797918279,AntaTBOB
1113001472034747383,1113001472035747383,AntaTBOB
1113001472034747383,1113001472036747383,AntaTBOB
1113001472034747383,1113001472037747383,AntaTBOB
1113001472034747383,1113001472038747383,AntaTBOB
1104586209034324070,1104586209034324070,AntaTBOB
1112821698057185927,1112821698057185927,AntaTBOB
1099531169501627165,1099531169501627165,AntaTBOB
1106275779477756589,1106275779477756589,AntaTBOB
1110826401590699141,1110826401590699141,AntaTBOB
1106715552794159856,1106715552794159856,AntaTBOB
1101747776548514346,1101747776548514346,AntaTBOB
1101707553052092419,1101707553052092419,AntaTBOB
1124652801998782727,1124652801998782727,AntaTBOB
1101018179499408389,1101018179500408389,AntaTBOB
1101018179499408389,1101018179501408389,AntaTBOB
1092360066284430107,1092360066284430107,AntaTBOB
1102607714075440911,1102607714075440911,AntaTBOB
1103457024872887624,1103457024872887624,AntaTBOB
1111045377081185956,1111045377081185956,AntaTBOB
1105301026216575509,1105301026216575509,AntaTBOB
1112780898812882437,1112780898812882437,AntaTBOB
608425039309384302,608425039310384302,AntaTBOB
608425039309384302,608425039311384302,AntaTBOB
1103313379864480669,1103313379864480669,AntaTBOB
1103493729003698823,1103493729003698823,AntaTBOB
1112819329770271646,1112819329770271646,AntaTBOB
607502797112446105,607502797112446105,AntaTBOB
1102448832506997581,1102448832506997581,AntaTBOB
1121505955662578929,1121505955662578929,AntaTBOB
1102296449475784336,1102296449475784336,AntaTBOB
1049232227895021426,1049232227895021426,AntaTBOB
1088968898947867533,1088968898947867533,AntaTBOB
1103625026353518185,1103625026354518185,AntaTBOB
1103625026353518185,1103625026355518185,AntaTBOB
1103625026353518185,1103625026356518185,AntaTBOB
1115251617106165749,1115251617106165749,AntaTBOB
1102821666828855355,1102821666829855355,AntaTBOB
1102821666828855355,1102821666830855355,AntaTBOB
1102821666828855355,1102821666831855355,AntaTBOB
1119109824800762707,1119109824800762707,AntaTBOB
1105910147576950648,1105910147576950648,AntaTBOB
1120490912327434214,1120490912327434214,AntaTBOB
1100417314755055444,1100417314755055444,AntaTBOB
1102594113337138090,1102594113337138090,AntaTBOB
573684205955647220,573684205955647220,AntaTBOB
1109404163160923458,1109404163160923458,AntaTBOB
1110253440853499964,1110253440853499964,AntaTBOB
1104638593462606250,1104638593462606250,AntaTBOB
1103637633873571116,1103637633873571116,AntaTBOB
1103326144162471266,1103326144164471266,AntaTBOB
1103358496860961942,1103358496860961942,AntaTBOB
1105281184316469609,1105281184316469609,AntaTBOB
1103432514695467254,1103432514695467254,AntaTBOB
1099871010026002993,1099871010026002993,AntaTBOB
599686470521942994,599686470521942994,AntaTBOB
1105389762559539024,1105389762559539024,AntaTBOB
1103344992357841407,1103344992357841407,AntaTBOB
607177999099775501,607177999101775501,AntaTBOB
607177999099775501,607177999102775501,AntaTBOB
1115630400265973985,1115630400265973985,AntaTBOB
1119613376054645246,1119613376054645246,AntaTBOB
1111077315934200833,1111077315934200833,AntaTBOB
1103820227199964149,1103820227199964149,AntaTBOB
1114074464495351867,1114074464495351867,AntaTBOB
1119583041405638241,1119583041405638241,AntaTBOB
950377442739122682,950377442739122682,AntaTBOB
1073080641077768132,1073080641077768132,AntaTBOB
1119572994968089657,1119572994968089657,AntaTBOB
1103704225619313630,1103704225619313630,AntaTBOB
1104601763001012308,1104601763001012308,AntaTBOB
1103818595002637915,1103818595002637915,AntaTBOB
1119428352881350852,1119428352881350852,AntaTBOB
1102915520049312907,1102915520049312907,AntaTBOB
1106544579871498654,1106544579871498654,AntaTBOB
1102841890165817332,1102841890165817332,AntaTBOB
1101428993053907419,1101428993053907419,AntaTBOB
1114684675753951770,1114684675753951770,AntaTBOB
1103555905468334855,1103555905468334855,AntaTBOB
1020027939450912091,1020027939450912091,AntaTBOB
1121216929182603626,1121216929182603626,AntaTBOB
1122850304054523448,1122850304054523448,AntaTBOB
1102775264388897506,1102775264388897506,AntaTBOB
1102559555395879648,1102559555395879648,AntaTBOB
1106860704511726969,1106860704511726969,AntaTBOB
1125225219533557677,1125225219533557677,AntaTBOB
1124936835254260164,1124936835254260164,AntaTBOB
1104676643560093987,1104676643560093987,AntaTBOB
1103093891850935448,1103093891851935448,AntaTBOB
1103093891850935448,1103093891852935448,AntaTBOB
1103093891850935448,1103093891853935448,AntaTBOB
1103093891850935448,1103093891854935448,AntaTBOB
1101034881795262068,1101034881795262068,AntaTBOB
1102922371757150777,1102922371757150777,AntaTBOB
1102410080227572536,1102410080227572536,AntaTBOB
1111266435108625338,1111266435108625338,AntaTBOB
1103395489580797066,1103395489580797066,AntaTBOB
1104130786036439422,1104130786036439422,AntaTBOB
1100506304321675893,1100506304321675893,AntaTBOB
1122317792624228470,1122317792624228470,AntaTBOB
599257157671843799,599257157671843799,AntaTBOB
1103813602274469925,1103813602274469925,AntaTBOB
1103377090607311111,1103377090607311111,AntaTBOB
1104054019763524035,1104054019763524035,AntaTBOB
1103657409297230721,1103657409298230721,AntaTBOB
1103657409297230721,1103657409299230721,AntaTBOB
1113297920020499109,1113297920020499109,AntaTBOB
1110248992429909522,1110248992429909522,AntaTBOB
1103350496920905470,1103350496920905470,AntaTBOB
1103952802766010886,1103952802766010886,AntaTBOB
598552166021975498,598552166021975498,AntaTBOB
1104182819796330944,1104182819796330944,AntaTBOB
608688207362798605,608688207362798605,AntaTBOB
1105806402832045949,1105806402832045949,AntaTBOB
1105483328591908809,1105483328591908809,AntaTBOB
1100842497651026221,1100842497651026221,AntaTBOB
1114220481608110882,1114220481608110882,AntaTBOB
1107386243711853821,1107386243711853821,AntaTBOB
1110478400283775475,1110478400283775475,AntaTBOB
1101134114509512336,1101134114509512336,AntaTBOB
608133485064066805,608133485064066805,AntaTBOB
598578660643460198,598578660643460198,AntaTBOB
1104429217883250386,1104429217883250386,AntaTBOB
1110248960252944964,1110248960252944964,AntaTBOB
1114373282486263152,1114373282486263152,AntaTBOB
1113064065218588657,1113064065218588657,AntaTBOB
1115535361607622372,1115535361608622372,AntaTBOB
1115535361607622372,1115535361609622372,AntaTBOB
1105173187100058147,1105173187100058147,AntaTBOB
1096073891441702344,1096073891441702344,AntaTBOB
1101960673437494215,1101960673437494215,AntaTBOB
1103176739493191942,1103176739494191942,AntaTBOB
1103176739493191942,1103176739495191942,AntaTBOB
1104711363901411815,1104711363901411815,AntaTBOB
1106897568398347429,1106897568398347429,AntaTBOB
1103390529086497271,1103390529087497271,AntaTBOB
1103390529086497271,1103390529088497271,AntaTBOB
1103000928594602492,1103000928594602492,AntaTBOB
1100759041923022855,1100759041923022855,AntaTBOB
1111412643356994159,1111412643356994159,AntaTBOB
1105403874019679186,1105403874019679186,AntaTBOB
1101303971064881235,1101303971064881235,AntaTBOB
607625708512070902,607625708512070902,AntaTBOB
1101362755956176135,1101362755956176135,AntaTBOB
1113315555833588657,1113315555833588657,AntaTBOB
599573253375693798,599573253375693798,AntaTBOB
598727750044694999,598727750044694999,AntaTBOB
1068872256360418185,1068872256360418185,AntaTBOB
1104306753234295023,1104306753234295023,AntaTBOB
1103260160943271072,1103260160943271072,AntaTBOB
1120450083524152611,1120450083524152611,AntaTBOB
1104914080634061823,1104914080634061823,AntaTBOB
1105181731069573782,1105181731069573782,AntaTBOB
1101415840500115017,1101415840500115017,AntaTBOB
599575143596592995,599575143596592995,AntaTBOB
608491437056754101,608491437056754101,AntaTBOB
1103065120367392533,1103065120367392533,AntaTBOB
1119052001155172690,1119052001155172690,AntaTBOB
607684878074353500,607684878074353500,AntaTBOB
1119608611315434827,1119608611315434827,AntaTBOB
1076856257145580314,1076856257145580314,AntaTBOB
1120867106842583071,1120867106842583071,AntaTBOB
598170148004393799,598170148006393799,AntaTBOB
598170148004393799,598170148007393799,AntaTBOB
1119336898337543255,1119336898337543255,AntaTBOB
1113411104615198010,1113411104615198010,AntaTBOB
1119337122476459520,1119337122476459520,AntaTBOB
1103831971229004249,1103831971229004249,AntaTBOB
1103908000202312749,1103908000202312749,AntaTBOB
1105177443484204140,1105177443486204140,AntaTBOB
598385636927075896,598385636927075896,AntaTBOB
1105332577486902878,1105332577486902878,AntaTBOB
1122895521435624189,1122895521435624189,AntaTBOB
1122959362501473636,1122959362501473636,AntaTBOB
1103812416450034010,1103812416450034010,AntaTBOB
1119698369108020626,1119698369108020626,AntaTBOB
1101400675820310359,1101400675821310359,AntaTBOB
1101400675820310359,1101400675822310359,AntaTBOB
1101400675820310359,1101400675823310359,AntaTBOB
1101400675820310359,1101400675824310359,AntaTBOB
1102988034454122568,1102988034454122568,AntaTBOB
607652044970424501,607652044970424501,AntaTBOB
1100358627641300732,1100358627641300732,AntaTBOB
1112577697446060174,1112577697446060174,AntaTBOB
1103699777468039029,1103699777468039029,AntaTBOB
1098992992001477943,1098992992001477943,AntaTBOB
1105023904546446232,1105023904546446232,AntaTBOB
1102219458536280163,1102219458536280163,AntaTBOB
1114334594884500590,1114334594884500590,AntaTBOB
1121963491925754022,1121963491925754022,AntaTBOB
1098418947283131881,1098418947283131881,AntaTBOB
608172300787917104,608172300787917104,AntaTBOB
1102473281179227943,1102473281179227943,AntaTBOB
1104973569790490058,1104973569790490058,AntaTBOB
607718509804222705,607718509804222705,AntaTBOB
1116301442796168537,1116301442796168537,AntaTBOB
1105300418494394076,1105300418494394076,AntaTBOB
598672645682372794,598672645682372794,AntaTBOB
1112415586445797573,1112415586445797573,AntaTBOB
1103846529920110424,1103846529920110424,AntaTBOB
1120858434906297672,1120858434906297672,AntaTBOB
1103345474601744178,1103345474602744178,AntaTBOB
1103345474601744178,1103345474603744178,AntaTBOB
1117959264156278707,1117959264156278707,AntaTBOB
598901572068308099,598901572068308099,AntaTBOB
1105499904062936707,1105499904062936707,AntaTBOB
1115488225548301788,1115488225548301788,AntaTBOB
1104907360849473970,1104907360849473970,AntaTBOB
1099862401161197208,1099862401161197208,AntaTBOB
1101993121121113168,1101993121121113168,AntaTBOB
1107523363781648975,1107523363781648975,AntaTBOB
